id;DESCRIPTION;price;link;image_link;availability;brand;delivery_time;gtin_ean;product_type;sale_price;size;stock;title
EAB63908709, EAB63908710;Altavoces LG 32LH604V, EAB63908709, EAB63908710;8.26;https://www.sspelectronic.com/producto/810-;https://www.sspelectronic.com/images/productos/img/810-1-original.jpg;S;;2;1300000000780;Altavoces TV;10;0.5 x 0.5 x 0.5;2;Altavoces LG 32LH604V, EAB63908709, EAB63908710
EBR81960204;Módulo Botonera LG 32LH604V, EBR81960204;8.26;https://www.sspelectronic.com/producto/811-;https://www.sspelectronic.com/images/productos/img/811-1-original.jpg;S;;2;1300000000781;Módulo Botonera;10;0.5 x 0.5 x 0.5;4;Módulo Botonera LG 32LH604V, EBR81960204
EAD63788005;Cable Flex / LVDS EAD63788005, LG 32LH604V;4.13;https://www.sspelectronic.com/producto/812-;https://www.sspelectronic.com/images/productos/img/812-1-original.jpg;S;;2;1300000000782;Cable Flex / LVDS;5;0.5 x 0.5 x 0.5;2;Cable Flex / LVDS EAD63788005, LG 32LH604V
EAD63787301;Cable Flex / LVDS ChiQ L40G4500 YAGI E309746 AWM 20941 105C 90V VW-1;8.26;https://www.sspelectronic.com/producto/813-;https://www.sspelectronic.com/images/productos/img/813-1-original.jpg;S;;2;1300000000783;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex / LVDS ChiQ L40G4500 YAGI E309746 AWM 20941 105C 90V VW-1
KIT CABLES LG 23LH604V;Kit cable LG 23LH604V (3 cables);4.13;https://www.sspelectronic.com/producto/814-;https://www.sspelectronic.com/images/productos/img/814-1-original.jpg;S;;2;1300000000784;Cable Flex / LVDS;5;0.5 x 0.5 x 0.5;3;Kit cable LG 23LH604V (3 cables)
28082013-R3;Placa Main 28082013-R3, Telefunken DOMUS39D;20;https://www.sspelectronic.com/producto/815-;https://www.sspelectronic.com/images/productos/img/815-1-original.jpg;S;;2;1300000000785;Placas Main;24.2;0.5 x 0.5 x 0.5;0;Placa Main 28082013-R3, Telefunken DOMUS39D
060913R6, 17IPS20;Fuente Alimentación 060913R6, 17IPS20, Telefunken DOMUS39D;30;https://www.sspelectronic.com/producto/816-;https://www.sspelectronic.com/images/productos/img/816-1-original.jpg;S;;2;1300000000786;Fuentes de Alimentación;36.3;0.5 x 0.5 x 0.5;1;Fuente Alimentación 060913R6, 17IPS20, Telefunken DOMUS39D
VX239H-W CARCASA;Carcasa Trasera Asus VX239H-W (SWAP);8.26;https://www.sspelectronic.com/producto/817-;https://www.sspelectronic.com/images/productos/img/817-1-original.jpg;S;;2;1300000000787;Carcasas;10;0.5 x 0.5 x 0.5;1;Carcasa Trasera Asus VX239H-W (SWAP)
17IPS62;Fuente Alimentación TOSHIBA 32L3863DG 17IPS62 23367482;24.79;https://www.sspelectronic.com/producto/818-;https://www.sspelectronic.com/images/productos/img/818-1-original.jpg;S;;2;1300000000788;Fuentes de Alimentación;30;0.5 x 0.5 x 0.5;0;Fuente Alimentación TOSHIBA 32L3863DG 17IPS62 23367482
VX239H-W CARCASA F;Carcasa Frontal y Modulo botonera 0171-4471-0213, Asus VX239H-W (SWAP);8.26;https://www.sspelectronic.com/producto/819-;https://www.sspelectronic.com/images/productos/img/819-1-original.jpg;S;;2;1300000000789;Carcasas;10;0.5 x 0.5 x 0.5;1;Carcasa Frontal y Modulo botonera 0171-4471-0213, Asus VX239H-W (SWAP)
17MB211S VESTEL, 240817R1;Placa Main TOSHIBA 32W3753DG, 23482371, 17MB110P VESTEL, 090517R2;28.93;https://www.sspelectronic.com/producto/820-;https://www.sspelectronic.com/images/productos/img/820-1-original.jpg;S;;2;1300000000790;Placas Main;35;0.5 x 0.5 x 0.5;0;Placa Main TOSHIBA 32W3753DG, 23482371, 17MB110P VESTEL, 090517R2
VX239H-W Soporte;Soporte Asus VX239H-W (SWAP);8.26;https://www.sspelectronic.com/producto/821-;https://www.sspelectronic.com/images/productos/img/821-1-original.jpg;S;;2;1300000000791;Soportes, Pies, Peanas...;10;0.5 x 0.5 x 0.5;0;Soporte Asus VX239H-W (SWAP)
HV320FHB-N00 47-6021051;Placa TCon TOSHIBA 32L3863DG HV320FHB-N00 47-6021051;16.53;https://www.sspelectronic.com/producto/822-;https://www.sspelectronic.com/images/productos/img/822-1-original.jpg;S;;2;1300000000792;Placa TCon;20;0.5 x 0.5 x 0.5;3;Placa TCon TOSHIBA 32L3863DG HV320FHB-N00 47-6021051
VX239H-W Altavoces;Altavoces R033502063011. VA140729, Asus VX239H-W;8.26;https://www.sspelectronic.com/producto/823-;https://www.sspelectronic.com/images/productos/img/823-1-original.jpg;S;;2;1300000000793;Altavoces TV;10;0.5 x 0.5 x 0.5;1;Altavoces R033502063011. VA140729, Asus VX239H-W
32t42-COK;Placa TCon TOSHIBA 32L3863DG 32t42-COK CTRL BD;16.53;https://www.sspelectronic.com/producto/824-;https://www.sspelectronic.com/images/productos/img/824-1-original.jpg;S;;2;1300000000794;Placa TCon;20;0.5 x 0.5 x 0.5;1;Placa TCon TOSHIBA 32L3863DG 32t42-COK CTRL BD
326871-3210F;Placa TCon TOSHIBA 32L3863DG 326871-3210FJDA87M3034;16.53;https://www.sspelectronic.com/producto/825-;https://www.sspelectronic.com/images/productos/img/825-1-original.jpg;S;;2;1300000000795;Placa TCon;20;0.5 x 0.5 x 0.5;1;Placa TCon TOSHIBA 32L3863DG 326871-3210FJDA87M3034
RB5LM230WFA-SAQ3 REV0.4;Tiras 48 leds RB5LM230WFA-SAQ3 REV0.4, Asus VX239H-W;8.26;https://www.sspelectronic.com/producto/826-;https://www.sspelectronic.com/images/productos/img/826-1-original.jpg;S;;2;1300000000796;Tiras Leds TV;10;0.5 x 0.5 x 0.5;1;Tiras 48 leds RB5LM230WFA-SAQ3 REV0.4, Asus VX239H-W
17WFM07;Modulo Wireless / Wifi TOSHIBA 32L3863DG 17WFM07;8.26;https://www.sspelectronic.com/producto/827-;https://www.sspelectronic.com/images/productos/img/827-1-original.jpg;S;;2;1300000000797;Modulos Wireless Wifi;10;0.5 x 0.5 x 0.5;31;Modulo Wireless / Wifi TOSHIBA 32L3863DG 17WFM07
0171-2271-4963;Placa Main 0171-2271-4963, Asus VX239H-W;12.4;https://www.sspelectronic.com/producto/828-;https://www.sspelectronic.com/images/productos/img/828-1-original.jpg;S;;2;1300000000798;Placas Main;15;0.5 x 0.5 x 0.5;0;Placa Main 0171-2271-4963, Asus VX239H-W
R0460-2830-1041;Cable Flex R0460-2830-1041, Asus VX239H-W;8.26;https://www.sspelectronic.com/producto/829-;https://www.sspelectronic.com/images/productos/img/829-1-original.jpg;S;;2;1300000000799;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex R0460-2830-1041, Asus VX239H-W
BTO1BCM20705B;Modulo Wireless / Wifi TOSHIBA 32L3863DG BTO1BCM20705B;8.26;https://www.sspelectronic.com/producto/830-;https://www.sspelectronic.com/images/productos/img/830-1-original.jpg;S;;2;1300000000800;Modulos Wireless Wifi;10;0.5 x 0.5 x 0.5;9;Modulo Wireless / Wifi TOSHIBA 32L3863DG BTO1BCM20705B
HY36651;Módulo Ir TOSHIBA 32L3863DG HY36651;8.26;https://www.sspelectronic.com/producto/831-;https://www.sspelectronic.com/images/productos/img/831-1-original.jpg;S;;2;1300000000801;Módulos IR;10;0.5 x 0.5 x 0.5;12;Módulo Ir TOSHIBA 32L3863DG HY36651
R0460-2810-0451;Cable Flex R0460-2810-0451, Asus VX239H-W;8.26;https://www.sspelectronic.com/producto/832-;https://www.sspelectronic.com/images/productos/img/832-1-original.jpg;S;;2;1300000000802;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex R0460-2810-0451, Asus VX239H-W
R0460-2810-0471;Cable Flex R0460-2810-0471, Asus VX239H-W;8.26;https://www.sspelectronic.com/producto/833-;https://www.sspelectronic.com/images/productos/img/833-1-original.jpg;S;;2;1300000000803;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex R0460-2810-0471, Asus VX239H-W
cable alim toshiba;Cable Alimentación TOSHIBA 32L3863DG;8.26;https://www.sspelectronic.com/producto/834-;https://www.sspelectronic.com/images/productos/img/834-1-original.jpg;S;;2;1300000000804;Cable Alimentación;10;0.5 x 0.5 x 0.5;23;Cable Alimentación TOSHIBA 32L3863DG
VX239H Altavoces;Altavoces F78G030A210-V, Asus VX239H;8.26;https://www.sspelectronic.com/producto/835-;https://www.sspelectronic.com/images/productos/img/835-1-original.jpg;S;;2;1300000000805;Altavoces TV;10;0.5 x 0.5 x 0.5;2;Altavoces F78G030A210-V, Asus VX239H
30079437;Altavoz TV TOSHIBA 32L3863DG 30079437;8.26;https://www.sspelectronic.com/producto/836-;https://www.sspelectronic.com/images/productos/img/836-1-original.jpg;S;;2;1300000000806;Altavoces TV;10;0.5 x 0.5 x 0.5;14;Altavoz TV TOSHIBA 32L3863DG 30079437
Kit Cables Asus VX239H;Kit Cables Asus VX239H (2 cables);4.13;https://www.sspelectronic.com/producto/837-;https://www.sspelectronic.com/images/productos/img/837-1-original.jpg;S;;2;1300000000807;Cable Flex / LVDS;5;0.5 x 0.5 x 0.5;1;Kit Cables Asus VX239H (2 cables)
715G7117-M01-000-004L;Placa Main 715G7117-M01-000-004L, Asus VX239H;16.53;https://www.sspelectronic.com/producto/839-;https://www.sspelectronic.com/images/productos/img/839-1-original.jpg;S;;2;1300000000808;Placas Main;20;0.5 x 0.5 x 0.5;0;Placa Main 715G7117-M01-000-004L, Asus VX239H
KCABLE TOSHIBA;Kit cable Toshiba 32L3863DG (3 cables);4.13;https://www.sspelectronic.com/producto/838-;https://www.sspelectronic.com/images/productos/img/838-1-original.jpg;S;;2;1300000000809;Cable Flex / LVDS;5;0.5 x 0.5 x 0.5;14;Kit cable Toshiba 32L3863DG (3 cables)
VX239H CARCASA F;Carcasa Frontal Asus VX239H (SWAP);8.26;https://www.sspelectronic.com/producto/840-;https://www.sspelectronic.com/images/productos/img/840-1-original.jpg;S;;2;1300000000810;Carcasas;10;0.5 x 0.5 x 0.5;1;Carcasa Frontal Asus VX239H (SWAP)
VX239H CARCASA T;Carcasa Trasera Asus VX239H;8.26;https://www.sspelectronic.com/producto/842-;https://www.sspelectronic.com/images/productos/img/842-1-original.jpg;S;;2;1300000000811;Carcasas;10;0.5 x 0.5 x 0.5;1;Carcasa Trasera Asus VX239H
E248682;Cable Flex / LVDS TOSHIBA 32L3863DG E248682;8.26;https://www.sspelectronic.com/producto/841-;https://www.sspelectronic.com/images/productos/img/841-1-original.jpg;S;;2;1300000000812;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;14;Cable Flex / LVDS TOSHIBA 32L3863DG E248682
VX239H Soporte;Soporte Q37G0445012, Asus VX239H;8.26;https://www.sspelectronic.com/producto/843-;https://www.sspelectronic.com/images/productos/img/843-1-original.jpg;S;;2;1300000000813;Soportes, Pies, Peanas...;10;0.5 x 0.5 x 0.5;1;Soporte Q37G0445012, Asus VX239H
VX239H BOTONERA;Módulo botonera, Asus VX239H;8.26;https://www.sspelectronic.com/producto/844-;https://www.sspelectronic.com/images/productos/img/844-1-original.jpg;S;;2;1300000000814;Módulo Botonera;10;0.5 x 0.5 x 0.5;1;Módulo botonera, Asus VX239H
6916L-2097A;Tiras 48 leds 6916L-2097A, Asus VX239H;8.26;https://www.sspelectronic.com/producto/845-;https://www.sspelectronic.com/images/productos/img/845-1-original.jpg;S;;2;1300000000815;Tiras Leds TV;10;0.5 x 0.5 x 0.5;1;Tiras 48 leds 6916L-2097A, Asus VX239H
JIEFU 3007025E;Altavoces Telefunken DOMUS39D, JIEFU 30070256;8.26;https://www.sspelectronic.com/producto/846-;https://www.sspelectronic.com/images/productos/img/846-1-original.jpg;S;;2;1300000000816;Altavoces TV;10;0.5 x 0.5 x 0.5;0;Altavoces Telefunken DOMUS39D, JIEFU 30070256
LVDS Telefunken DOMUS39D;Cable Flex/LVDS Telefunken DOMUS39D;10;https://www.sspelectronic.com/producto/847-;https://www.sspelectronic.com/images/productos/img/847-1-original.jpg;S;;2;1300000000817;Cable Flex / LVDS;12.1;0.5 x 0.5 x 0.5;1;Cable Flex/LVDS Telefunken DOMUS39D
BN59-01298E;Mando a Distancia Samsung BN59-01298E, BN59-01298D, BN59-01298G y BN59-01298L. Nuevo y ORIGINAL;24.79;https://www.sspelectronic.com/producto/848-;https://www.sspelectronic.com/images/productos/img/848-1-original.jpg;S;;2;1300000000818;Mandos a Distancia;30;0.5 x 0.5 x 0.5;0;Mando a Distancia Samsung BN59-01298E, BN59-01298D, BN59-01298G y BN59-01298L. Nuevo y ORIGINAL
EN2BF27H NEW;Mando a Distancia Hisense EN2BF27H, Nuevo y ORIGINAL;24.79;https://www.sspelectronic.com/producto/849-;https://www.sspelectronic.com/images/productos/img/849-1-original.jpg;S;;2;1300000000819;Mandos a Distancia;30;0.5 x 0.5 x 0.5;0;Mando a Distancia Hisense EN2BF27H, Nuevo y ORIGINAL
Cable Telefunken DOMUS39D;Cable Telefunken DOMUS39D;3.31;https://www.sspelectronic.com/producto/850-;https://www.sspelectronic.com/images/productos/img/850-1-original.jpg;S;;2;1300000000820;Cable Flex / LVDS;4;0.5 x 0.5 x 0.5;;Cable Telefunken DOMUS39D
E162032;Fuente Alimentación E162032, DELL U2414HB;12.4;https://www.sspelectronic.com/producto/851-;https://www.sspelectronic.com/images/productos/img/851-1-original.jpg;S;;2;1300000000821;Fuentes de Alimentación;15;0.5 x 0.5 x 0.5;0;Fuente Alimentación E162032, DELL U2414HB
AWM 20706;Cable Flex / LVDS AWM 20706 E208903-3, Dell U2414HB;8.26;https://www.sspelectronic.com/producto/852-;https://www.sspelectronic.com/images/productos/img/852-1-original.jpg;S;;2;1300000000822;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex / LVDS AWM 20706 E208903-3, Dell U2414HB
Kit Cables Dell U2414HB;Kit Cables (3 cables) Dell U2414HB;4.13;https://www.sspelectronic.com/producto/853-;https://www.sspelectronic.com/images/productos/img/853-1-original.jpg;S;;2;1300000000823;Cable Flex / LVDS;5;0.5 x 0.5 x 0.5;1;Kit Cables (3 cables) Dell U2414HB
8YUD8923 VYUC8CJ3;Tira 52 leds 8YUD8923 VYUC8CJ3, Dell U2414HB;8.26;https://www.sspelectronic.com/producto/854-;https://www.sspelectronic.com/images/productos/img/854-1-original.jpg;S;;2;1300000000824;Tiras Leds TV;10;0.5 x 0.5 x 0.5;1;Tira 52 leds 8YUD8923 VYUC8CJ3, Dell U2414HB
Carcasa Frontal DELL U2414HB;Carcasa Frontal DELL U2414HB (Swap);8.26;https://www.sspelectronic.com/producto/855-;https://www.sspelectronic.com/images/productos/img/855-1-original.jpg;S;;2;1300000000825;Carcasas;10;0.5 x 0.5 x 0.5;1;Carcasa Frontal DELL U2414HB (Swap)
Carcasa Trasera DELL U2414HB;Carcasa Trasera DELL U2414HB (Swap);10.74;https://www.sspelectronic.com/producto/856-;https://www.sspelectronic.com/images/productos/img/856-1-original.jpg;S;;2;1300000000826;Carcasas;13;0.5 x 0.5 x 0.5;1;Carcasa Trasera DELL U2414HB (Swap)
5E29D03002;Placa Menú 5E29D03002, DELL U2414HB;8.26;https://www.sspelectronic.com/producto/858-;https://www.sspelectronic.com/images/productos/img/858-1-original.jpg;S;;2;1300000000827;Módulo Botonera;10;0.5 x 0.5 x 0.5;0;Placa Menú 5E29D03002, DELL U2414HB
55414656585;Módulo MAJESTIC TDV225/S2 LED;8.26;https://www.sspelectronic.com/producto/859-;https://www.sspelectronic.com/images/productos/img/859-1-original.jpg;S;;2;1300000000828;Módulo Botonera;10;0.5 x 0.5 x 0.5;0;Módulo MAJESTIC TDV225/S2 LED
VESEL REVO.2, 94V-01331 A;Tira 9 leds VESEL REVO.2, 94V-01331, A, Telefunken DOMUS39D;8.26;https://www.sspelectronic.com/producto/860-;https://www.sspelectronic.com/images/productos/img/860-1-original.jpg;S;;2;1300000000829;Tiras Leds TV;10;0.5 x 0.5 x 0.5;2;Tira 9 leds VESEL REVO.2, 94V-01331, A, Telefunken DOMUS39D
VESEL REVO.2, 94V-01331 B;Tira 9 leds VESEL REVO.2, 94V-01331, B, Telefunken DOMUS39D;8.26;https://www.sspelectronic.com/producto/861-;https://www.sspelectronic.com/images/productos/img/861-1-original.jpg;S;;2;1300000000830;Tiras Leds TV;10;0.5 x 0.5 x 0.5;1;Tira 9 leds VESEL REVO.2, 94V-01331, B, Telefunken DOMUS39D
VESEL REVO.2, 94V-01331 C;Tira 9 leds VESEL REVO.2, 94V-01331, C, Telefunken DOMUS39D;8.26;https://www.sspelectronic.com/producto/862-;https://www.sspelectronic.com/images/productos/img/862-1-original.jpg;S;;2;1300000000831;Tiras Leds TV;10;0.5 x 0.5 x 0.5;1;Tira 9 leds VESEL REVO.2, 94V-01331, C, Telefunken DOMUS39D
CARCASA AOC I2281FWH;Carcasa y Módulo botonera AOC I2281FWH;16.53;https://www.sspelectronic.com/producto/864-;https://www.sspelectronic.com/images/productos/img/864-1-original.jpg;S;;2;1300000000832;Carcasas;20;0.5 x 0.5 x 0.5;1;Carcasa y Módulo botonera AOC I2281FWH
ERTJ59S4 ERTG53J2;Tira 48 leds ERTJ59S4, ERTG53J2, AOC I2281FWH;8.26;https://www.sspelectronic.com/producto/865-;https://www.sspelectronic.com/images/productos/img/865-1-original.jpg;S;;2;1300000000833;Tiras Leds TV;10;0.5 x 0.5 x 0.5;1;Tira 48 leds ERTJ59S4, ERTG53J2, AOC I2281FWH
715G7580-M0C-000-004L;Placa Main 715G7580-M0C-000-004L, AOC I2281FWH;16.53;https://www.sspelectronic.com/producto/866-;https://www.sspelectronic.com/images/productos/img/866-1-original.jpg;S;;2;1300000000834;Placas Main;20;0.5 x 0.5 x 0.5;1;Placa Main 715G7580-M0C-000-004L, AOC I2281FWH
BN59-01298D;Mando a Distancia Samsung BN59-01298D, BN59-01298E, BN59-01298G y BN59-01298L, Nuevo y ORIGINAL;29.71;https://www.sspelectronic.com/producto/867-;https://www.sspelectronic.com/images/productos/img/867-1-original.jpg;S;SAMSUNG;2;1300000000835;Mandos a Distancia;35.95;0.5 x 0.5 x 0.5;4;Mando a Distancia Samsung BN59-01298D, BN59-01298E, BN59-01298G y BN59-01298L, Nuevo y ORIGINAL
Kit Cables AOC I2281FWH;Kit Cables AOC I2281FWH (2 cables);6.61;https://www.sspelectronic.com/producto/868-;https://www.sspelectronic.com/images/productos/img/868-1-original.jpg;S;;2;1300000000836;Cable Flex / LVDS;8;0.5 x 0.5 x 0.5;1;Kit Cables AOC I2281FWH (2 cables)
MANVR-7902-504K2-N;Mando a Distancia NEVIR NVR-7902-504K2-N, Nuevo y Original;16.53;https://www.sspelectronic.com/producto/869-;https://www.sspelectronic.com/images/productos/img/869-1-original.jpg;S;NEVIR;2;1300000000837;Mandos a Distancia;20;0.5 x 0.5 x 0.5;0;Mando a Distancia NEVIR NVR-7902-504K2-N, Nuevo y Original
BN41-02118E;Placa Main BN41-02118E, Samsung S24D300;14.88;https://www.sspelectronic.com/producto/870-;https://www.sspelectronic.com/images/productos/img/870-1-original.jpg;S;;2;1300000000838;Placas Main;18;0.5 x 0.5 x 0.5;-1;Placa Main BN41-02118E, Samsung S24D300
BN96-33183C;Cable Flex / LVDS BN96-33183C, Samsung S24D300;8.26;https://www.sspelectronic.com/producto/871-;https://www.sspelectronic.com/images/productos/img/871-1-original.jpg;S;;2;1300000000839;Cable Flex / LVDS;10;0.5 x 0.5 x 0.5;1;Cable Flex / LVDS BN96-33183C, Samsung S24D300
Kit Cables Samsung S24D300;Kit cable Samsung S24D300 (2 cables);4.13;https://www.sspelectronic.com/producto/872-;https://www.sspelectronic.com/images/productos/img/872-1-original.jpg;S;;2;1300000000840;Cable Flex / LVDS;5;0.5 x 0.5 x 0.5;1;Kit cable Samsung S24D300 (2 cables)
BN41-01793A;Carcasa Frontal y Módulo Botonera BN41-01793A, Samsung S24D300 (Swap);12.4;https://www.sspelectronic.com/producto/873-;https://www.sspelectronic.com/images/productos/img/873-1-original.jpg;S;;2;1300000000841;Carcasas;15;0.5 x 0.5 x 0.5;1;Carcasa Frontal y Módulo Botonera BN41-01793A, Samsung S24D300 (Swap)
Carcasa S24D300;Carcasa Trasera Samsung S24D300;10.74;https://www.sspelectronic.com/producto/874-;https://www.sspelectronic.com/images/productos/img/874-1-original.jpg;S;;2;1300000000842;Carcasas;13;0.5 x 0.5 x 0.5;1;Carcasa Trasera Samsung S24D300
LB24020 V1_00;Tiras 36 leds LB24020 V1_00, Samsung S24D300;8.26;https://www.sspelectronic.com/producto/875-;https://www.sspelectronic.com/images/productos/img/875-1-original.jpg;S;;2;1300000000843;Tiras Leds TV;10;0.5 x 0.5 x 0.5;0;Tiras 36 leds LB24020 V1_00, Samsung S24D300
RSAG7.820.5687/ROH HLL-4855WF;Fuente Alimentación RSAG7.820.5687/ROH HLL-4855WF, Hisense LTDN42K320UWSEU;24.79;https://www.sspelectronic.com/producto/876-;https://www.sspelectronic.com/images/productos/img/876-1-original.jpg;S;;2;1300000000844;Fuentes de Alimentación;30;0.5 x 0.5 x 0.5;0;Fuente Alimentación RSAG7.820.5687/ROH HLL-4855WF, Hisense LTDN42K320UWSEU
RASG7.820.5870/ROH HS705TQEPL013;Placa Main RASG7.820.5870/ROH HS705TQEPL013, Hisense LTDN42K320UWSEU;24.79;https://www.sspelectronic.com/producto/877-;https://www.sspelectronic.com/images/productos/img/877-1-original.jpg;S;;2;1300000000845;Placas Main;30;0.5 x 0.5 x 0.5;0;Placa Main RASG7.820.5870/ROH HS705TQEPL013, Hisense LTDN42K320UWSEU
RSAG7.820.5948/ROH E227809;Placa Main RSAG7.820.5948/ROH, E227809, Hisense LTDN42K320UWSEU;20.66;https://www.sspelectronic.com/producto/878-;https://www.sspelectronic.com/images/productos/img/878-1-original.jpg;S;;2;1300000000846;Placa TCon;25;0.5 x 0.5 x 0.5;0;Placa Main RSAG7.820.5948/ROH, E227809, Hisense LTDN42K320UWSEU
H49M3000 HD490DU;Tira 10 Led HISENSE H49M3000 HD490DU;10;https://www.sspelectronic.com/producto/879-;https://www.sspelectronic.com/images/productos/img/879-1-original.jpg;S;;2;1300000000847;Tiras Leds TV;12.1;0.5 x 0.5 x 0.5;0;Tira 10 Led HISENSE H49M3000 HD490DU
Carcasa C27JG56QQU;Carcasa Trasera Samsung C27JG56QQU;10.74;https://www.sspelectronic.com/producto/880-;https://www.sspelectronic.com/images/productos/img/880-1-original.jpg;S;;2;1300000000848;Carcasas;13;0.5 x 0.5 x 0.5;1;Carcasa Trasera Samsung C27JG56QQU
BN41-2667A;Placa Main BN41-2667A, BN91-20672D, Samsung C27JG56QQU;16.53;https://www.sspelectronic.com/producto/881-;https://www.sspelectronic.com/images/productos/img/881-1-original.jpg;S;;2;1300000000849;Placas Main;20;0.5 x 0.5 x 0.5;0;Placa Main BN41-2667A, BN91-20672D, Samsung C27JG56QQU
BN96-38748P;Cable Flex / LVDS BN96-38748P Samsung C27JG56QQU;4.13;https://www.sspelectronic.com/producto/882-;https://www.sspelectronic.com/images/productos/img/882-1-original.jpg;S;;2;1300000000850;Cable Flex / LVDS;5;0.5 x 0.5 x 0.5;3;Cable Flex / LVDS BN96-38748P Samsung C27JG56QQU
BN96-42664B;Módulo Botonera BN96-42664B, Samsung C27JG56QQU;4.13;https://www.sspelectronic.com/producto/883-;https://www.sspelectronic.com/images/productos/img/883-1-original.jpg;S;;2;1300000000851;Módulo Botonera;5;0.5 x 0.5 x 0.5;0;Módulo Botonera BN96-42664B, Samsung C27JG56QQU
BN61-15941A;Soporte BN61-15941A, Samsung C27JG56QQU;8.26;https://www.sspelectronic.com/producto/884-;https://www.sspelectronic.com/images/productos/img/884-1-original.jpg;S;;2;1300000000852;Soportes, Pies, Peanas...;10;0.5 x 0.5 x 0.5;1;Soporte BN61-15941A, Samsung C27JG56QQU
BN96-47108A;Soporte BN96-47108A, Samsung C27JG56QQU;8.26;https://www.sspelectronic.com/producto/885-;https://www.sspelectronic.com/images/productos/img/885-1-original.jpg;S;;2;1300000000853;Soportes, Pies, Peanas...;10;0.5 x 0.5 x 0.5;0;Soporte BN96-47108A, Samsung C27JG56QQU
BN96-39762C;Soporte BN96-39762C, Samsung C27JG56QQU;8.26;https://www.sspelectronic.com/producto/886-;https://www.sspelectronic.com/images/productos/img/886-1-original.jpg;S;;2;1300000000854;Soportes, Pies, Peanas...;10;0.5 x 0.5 x 0.5;2;Soporte BN96-39762C, Samsung C27JG56QQU
KCABLE Samsung C27JG56QQU;Kit cable Samsung C27JG56QQU (2 cables);2.48;https://www.sspelectronic.com/producto/887-;https://www.sspelectronic.com/images/productos/img/887-1-original.jpg;S;;2;1300000000855;Cable Flex / LVDS;3;0.5 x 0.5 x 0.5;3;Kit cable Samsung C27JG56QQU (2 cables)
Tira Led Samsung C27JG56QQU;Tiras Led  Samsung C27JG56QQU;8.26;https://www.sspelectronic.com/producto/888-;https://www.sspelectronic.com/images/productos/img/888-1-original.jpg;S;;2;1300000000856;Tiras Leds TV;10;0.5 x 0.5 x 0.5;1;Tiras Led Samsung C27JG56QQU
BN96-35009A;Altavoces Samsung UE40KU6100K, BN96-35009A;8.26;https://www.sspelectronic.com/producto/889-;https://www.sspelectronic.com/images/productos/img/889-1-original.jpg;S;;2;1300000000857;Altavoces TV;10;0.5 x 0.5 x 0.5;14;Altavoces Samsung UE40KU6100K, BN96-35009A
V5DU-400DCB-R1;Tira 5 leds Samsung UE40JU6100K, V5DU-400DCB-R1;10.33;https://www.sspelectronic.com/producto/891-;https://www.sspelectronic.com/images/productos/img/891-1-original.jpg;S;;2;1300000000858;Tiras Leds TV;12.5;0.5 x 0.5 x 0.5;5;Tira 5 leds Samsung UE40JU6100K, V5DU-400DCB-R1
BN96-36255G;Soporte BN96-36255G, Samsung UE49KU6100K;10.33;https://www.sspelectronic.com/producto/892-;https://www.sspelectronic.com/images/productos/img/892-1-original.jpg;S;;2;1300000000859;Soportes, Pies, Peanas...;12.5;0.5 x 0.5 x 0.5;9;Soporte BN96-36255G, Samsung UE49KU6100K
BN59-01300J;Mando a Distancia Samsung BN59-01300J / BN59-01300F, NUEVO y ORIGINAL;35;https://www.sspelectronic.com/producto/893-;https://www.sspelectronic.com/images/productos/img/893-1-original.jpg;S;SAMSUNG;2;1300000000860;Mandos a Distancia;42.35;0.5 x 0.5 x 0.5;1;Mando a Distancia Samsung BN59-01300J / BN59-01300F, NUEVO y ORIGINAL
398GR08BEPHN0026JH;Mando a Distancia Philips 398GR08BEPHN0026JH;24.79;https://www.sspelectronic.com/producto/894-;https://www.sspelectronic.com/images/productos/img/894-1-original.jpg;S;PHILIPS;2;1300000000861;Mandos a Distancia;30;0.5 x 0.5 x 0.5;0;Mando a Distancia Philips 398GR08BEPHN0026JH
398GM10BEPHN0004HT NEW;Mando a Distancia Philips 49PUS7503/12 398GM10BEPHN0004HT YKF423-007;33.06;https://www.sspelectronic.com/producto/895-;https://www.sspelectronic.com/images/productos/img/895-1-original.jpg;S;;2;1300000000862;Mandos a Distancia;40;0.5 x 0.5 x 0.5;0;Mando a Distancia Philips 49PUS7503/12 398GM10BEPHN0004HT YKF423-007
AKB73715603;Mando a Distancia LG AKB73715603 NUEVO y ORIGINAL;16.53;https://www.sspelectronic.com/producto/896-;https://www.sspelectronic.com/images/productos/img/896-1-original.jpg;S;;2;1300000000863;Mandos a Distancia;20;0.5 x 0.5 x 0.5;0;Mando a Distancia LG AKB73715603 NUEVO y ORIGINAL
